,Case,No,Task,segment,year,miles,night,gender,age,educ,region,Urb,income,ppark,Choice,alt,CC,GN,NS,BU,FA,LD,BZ,FC,FP,RP,PP,KA,SC,TS,NV,MA,LB,AF,HU,Price,chid
2267.Ch2,189,3583,11,Midsize Utility,2000,225,15,1,45,4,MW,1,215000,52,Ch1,2,1,1,4,0,2,0,0,0,3,1,0,2,0,0,0,3,3,0,0,8,2267
2267.Ch3,189,3583,11,Midsize Utility,2000,225,15,1,45,4,MW,1,215000,52,Ch1,3,3,1,4,0,2,0,0,0,3,1,0,1,0,0,0,3,3,0,0,4,2267
2267.Ch4,189,3583,11,Midsize Utility,2000,225,15,1,45,4,MW,1,215000,52,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267
2268.Ch1,189,3584,12,Midsize Utility,2000,225,15,1,45,4,MW,1,215000,52,Ch4,1,0,1,5,1,0,0,2,0,3,0,0,0,0,2,1,0,0,2,1,9,2268
2268.Ch2,189,3584,12,Midsize Utility,2000,225,15,1,45,4,MW,1,215000,52,Ch4,2,0,1,3,3,0,0,1,0,3,0,0,0,0,1,3,0,0,1,1,5,2268
2268.Ch3,189,3584,12,Midsize Utility,2000,225,15,1,45,4,MW,1,215000,52,Ch4,3,0,1,3,4,0,0,2,0,1,0,0,0,0,3,1,0,0,2,1,7,2268
2268.Ch4,189,3584,12,Midsize Utility,2000,225,15,1,45,4,MW,1,215000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268
2269.Ch1,190,3592,1,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,1,2,2,0,4,1,0,0,2,0,1,0,2,0,0,0,2,3,0,0,10,2269
2269.Ch2,190,3592,1,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,2,3,1,0,1,2,0,0,1,0,2,0,1,0,0,0,4,2,0,0,5,2269
2269.Ch3,190,3592,1,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,3,2,2,0,1,1,0,0,2,0,1,0,1,0,0,0,2,2,0,0,5,2269
2269.Ch4,190,3592,1,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2269
2270.Ch1,190,3593,2,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,1,0,0,0,0,0,3,2,0,4,0,2,0,3,2,1,0,0,1,2,3,2270
2270.Ch2,190,3593,2,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,2,0,0,0,0,0,3,1,0,2,0,3,0,4,1,3,0,0,3,1,7,2270
2270.Ch3,190,3593,2,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,3,0,0,0,0,0,3,1,0,4,0,2,0,4,3,1,0,0,2,1,10,2270
2270.Ch4,190,3593,2,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270
2271.Ch1,190,3594,3,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,1,0,1,1,0,2,1,0,0,0,0,3,0,0,1,0,4,2,0,1,4,2271
2271.Ch2,190,3594,3,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,2,0,1,2,0,1,3,0,0,0,0,2,0,0,1,0,4,3,0,2,4,2271
2271.Ch3,190,3594,3,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,3,0,1,5,0,2,3,0,0,0,0,1,0,0,3,0,3,2,0,1,12,2271
2271.Ch4,190,3594,3,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2271
2272.Ch1,190,3595,4,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,1,3,0,1,0,0,0,2,2,2,0,0,1,3,0,1,0,0,3,0,9,2272
2272.Ch2,190,3595,4,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,2,1,0,3,0,0,0,2,1,2,0,0,2,2,0,2,0,0,2,0,2,2272
2272.Ch3,190,3595,4,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,3,1,0,1,0,0,0,3,1,4,0,0,2,3,0,3,0,0,2,0,11,2272
2272.Ch4,190,3595,4,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2272
2273.Ch1,190,3596,5,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,1,0,1,0,3,0,0,0,2,1,1,3,0,0,0,0,0,2,1,2,7,2273
2273.Ch2,190,3596,5,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,2,0,2,0,1,0,0,0,1,4,2,3,0,0,0,0,0,1,1,2,5,2273
2273.Ch3,190,3596,5,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,3,0,1,0,4,0,0,0,2,3,1,2,0,0,0,0,0,2,1,2,8,2273
2273.Ch4,190,3596,5,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273
2274.Ch1,190,3597,6,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,1,3,0,3,5,1,2,3,0,0,2,0,0,0,3,3,0,0,0,0,5,2274
2274.Ch2,190,3597,6,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,2,1,0,5,3,1,1,2,0,0,1,0,0,0,3,2,0,0,0,0,3,2274
2274.Ch3,190,3597,6,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,3,1,0,1,5,2,1,2,0,0,2,0,0,0,2,2,0,0,0,0,2,2274
2274.Ch4,190,3597,6,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274
2275.Ch1,190,3598,7,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,1,2,0,0,0,0,0,0,2,0,1,3,2,2,0,2,2,0,0,1,11,2275
2275.Ch2,190,3598,7,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,2,1,0,0,0,0,0,0,2,0,1,2,2,2,0,3,4,0,0,2,9,2275
2275.Ch3,190,3598,7,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,3,1,0,0,0,0,0,0,1,0,1,2,1,1,0,2,2,0,0,2,11,2275
2275.Ch4,190,3598,7,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275
2276.Ch1,190,3599,8,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,1,0,1,4,3,0,0,3,0,2,0,0,1,0,1,0,3,0,3,0,7,2276
2276.Ch2,190,3599,8,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,2,0,1,4,1,0,0,1,0,3,0,0,1,0,1,0,1,0,3,0,2,2276
2276.Ch3,190,3599,8,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,3,0,2,2,4,0,0,1,0,3,0,0,1,0,2,0,3,0,2,0,2,2276
2276.Ch4,190,3599,8,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276
2277.Ch1,190,3600,9,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,1,0,0,0,4,2,1,0,0,4,1,0,0,3,3,0,0,2,0,2,9,2277
2277.Ch2,190,3600,9,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,2,0,0,0,2,2,3,0,0,3,1,0,0,1,3,0,0,4,0,1,4,2277
2277.Ch3,190,3600,9,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,3,0,0,0,2,1,2,0,0,4,2,0,0,2,1,0,0,2,0,1,8,2277
2277.Ch4,190,3600,9,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277
2278.Ch1,190,3601,10,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,1,1,2,2,0,1,0,2,0,0,0,2,0,3,0,0,0,3,3,0,4,2278
2278.Ch2,190,3601,10,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,2,1,1,2,0,1,0,3,0,0,0,2,0,4,0,0,0,2,3,0,3,2278
2278.Ch3,190,3601,10,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,3,2,2,3,0,1,0,3,0,0,0,2,0,1,0,0,0,4,3,0,1,2278
2278.Ch4,190,3601,10,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278
2279.Ch1,190,3602,11,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,1,0,0,0,0,1,1,0,2,2,0,3,2,0,0,1,3,0,3,0,9,2279
2279.Ch2,190,3602,11,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,2,0,0,0,0,2,1,0,2,3,0,1,1,0,0,3,2,0,2,0,10,2279
2279.Ch3,190,3602,11,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,3,0,0,0,0,1,2,0,2,2,0,1,2,0,0,1,3,0,3,0,9,2279
2279.Ch4,190,3602,11,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2279
2280.Ch1,190,3603,12,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,1,0,2,0,1,0,0,1,1,0,0,0,0,1,0,3,3,2,0,1,7,2280
2280.Ch2,190,3603,12,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,2,0,1,0,1,0,0,2,1,0,0,0,0,3,0,2,2,2,0,2,6,2280
2280.Ch3,190,3603,12,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,3,0,1,0,6,0,0,2,1,0,0,0,0,4,0,2,2,2,0,1,7,2280
2280.Ch4,190,3603,12,Midsize Luxury Utility segements,2004,25,45,1,25,6,NE,2,215000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280
2281.Ch1,191,3611,1,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,1,1,0,0,2,1,0,2,0,0,0,0,2,1,1,0,0,4,2,0,3,2281
2281.Ch2,191,3611,1,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,2,3,0,0,4,2,0,3,0,0,0,0,1,1,2,0,0,3,2,0,9,2281
2281.Ch3,191,3611,1,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,3,3,0,0,3,1,0,3,0,0,0,0,1,4,3,0,0,1,1,0,5,2281
2281.Ch4,191,3611,1,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281
2282.Ch1,191,3612,2,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,1,0,2,4,0,0,2,0,1,0,2,2,1,0,0,3,0,0,0,2,2,2282
2282.Ch2,191,3612,2,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,2,0,2,3,0,0,1,0,1,0,2,2,2,0,0,3,0,0,0,1,4,2282
2282.Ch3,191,3612,2,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,3,0,2,4,0,0,2,0,2,0,1,1,2,0,0,1,0,0,0,2,10,2282
2282.Ch4,191,3612,2,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2282
2283.Ch1,191,3613,3,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,1,2,2,4,1,0,0,0,0,2,0,2,0,0,0,0,4,0,2,2,4,2283
2283.Ch2,191,3613,3,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,2,2,2,1,3,0,0,0,0,2,0,2,0,0,0,0,4,0,2,2,2,2283
2283.Ch3,191,3613,3,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,3,1,1,2,2,0,0,0,0,1,0,3,0,0,0,0,4,0,1,2,7,2283
2283.Ch4,191,3613,3,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283
2284.Ch1,191,3614,4,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch3,1,0,0,0,0,1,3,0,2,3,1,0,0,0,3,1,3,3,0,0,2,2284
2284.Ch2,191,3614,4,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch3,2,0,0,0,0,2,3,0,1,3,1,0,0,0,3,2,1,3,0,0,6,2284
2284.Ch3,191,3614,4,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch3,3,0,0,0,0,2,3,0,2,3,1,0,0,0,1,2,4,2,0,0,6,2284
2284.Ch4,191,3614,4,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284
2285.Ch1,191,3615,5,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,1,1,0,2,0,2,1,2,2,3,0,0,2,4,0,0,0,0,0,0,5,2285
2285.Ch2,191,3615,5,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,2,1,0,4,0,1,3,2,1,4,0,0,1,2,0,0,0,0,0,0,1,2285
2285.Ch3,191,3615,5,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,3,3,0,4,0,1,3,1,2,4,0,0,1,3,0,0,0,0,0,0,8,2285
2285.Ch4,191,3615,5,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285
2286.Ch1,191,3616,6,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,1,0,2,0,0,0,0,1,0,0,2,0,0,3,1,0,3,2,2,1,3,2286
2286.Ch2,191,3616,6,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,2,0,2,0,0,0,0,3,0,0,1,0,0,4,2,0,4,1,2,2,9,2286
2286.Ch3,191,3616,6,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,3,0,2,0,0,0,0,2,0,0,2,0,0,1,3,0,1,3,1,2,4,2286
2286.Ch4,191,3616,6,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2286
2287.Ch1,191,3617,7,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,1,0,0,4,1,1,0,0,0,0,0,2,1,0,3,1,1,3,0,0,3,2287
2287.Ch2,191,3617,7,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,2,0,0,3,4,2,0,0,0,0,0,2,1,0,3,1,2,3,0,0,11,2287
2287.Ch3,191,3617,7,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,3,0,0,1,6,2,0,0,0,0,0,2,1,0,3,1,1,3,0,0,2,2287
2287.Ch4,191,3617,7,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287
2288.Ch1,191,3618,8,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,1,0,1,0,1,0,3,1,1,0,0,1,0,1,0,1,0,0,1,0,1,2288
2288.Ch2,191,3618,8,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,2,0,1,0,2,0,1,3,2,0,0,2,0,3,0,1,0,0,3,0,3,2288
2288.Ch3,191,3618,8,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,3,0,2,0,5,0,3,1,2,0,0,3,0,1,0,3,0,0,1,0,10,2288
2288.Ch4,191,3618,8,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288
2289.Ch1,191,3619,9,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,1,1,0,0,6,0,0,0,2,1,2,0,1,3,0,0,0,1,0,2,7,2289
2289.Ch2,191,3619,9,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,2,3,0,0,4,0,0,0,1,3,2,0,1,4,0,0,0,2,0,1,10,2289
2289.Ch3,191,3619,9,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,3,3,0,0,3,0,0,0,2,4,2,0,2,4,0,0,0,4,0,1,6,2289
2289.Ch4,191,3619,9,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289
2290.Ch1,191,3620,10,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,1,1,2,3,0,2,2,0,0,2,1,0,0,0,1,0,0,0,2,0,7,2290
2290.Ch2,191,3620,10,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,2,2,2,1,0,1,3,0,0,2,1,0,0,0,1,0,0,0,2,0,4,2290
2290.Ch3,191,3620,10,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,3,3,1,5,0,2,2,0,0,4,2,0,0,0,3,0,0,0,2,0,10,2290
2290.Ch4,191,3620,10,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290
2291.Ch1,191,3621,11,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,1,3,0,0,0,0,0,1,2,0,0,2,0,0,2,1,4,2,0,1,12,2291
2291.Ch2,191,3621,11,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,2,1,0,0,0,0,0,2,2,0,0,2,0,0,2,2,1,2,0,1,3,2291
2291.Ch3,191,3621,11,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,3,1,0,0,0,0,0,2,1,0,0,1,0,0,2,2,1,4,0,1,4,2291
2291.Ch4,191,3621,11,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2291
2292.Ch1,191,3622,12,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,1,0,0,1,4,0,2,2,0,4,0,0,0,2,0,2,2,0,0,1,7,2292
2292.Ch2,191,3622,12,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,2,0,0,5,3,0,3,1,0,3,0,0,0,3,0,1,1,0,0,2,8,2292
2292.Ch3,191,3622,12,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,3,0,0,5,6,0,2,2,0,4,0,0,0,3,0,1,2,0,0,2,7,2292
2292.Ch4,191,3622,12,Midsize Luxury Utility segements,2003,275,15,1,55,5,W,2,55000,52,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292
2293.Ch1,192,3630,1,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,1,0,0,5,2,0,0,0,2,0,0,3,2,4,0,0,0,4,2,2,6,2293
2293.Ch2,192,3630,1,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,2,0,0,2,2,0,0,0,1,0,0,3,2,1,0,0,0,3,1,1,6,2293
2293.Ch3,192,3630,1,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,3,0,0,2,1,0,0,0,2,0,0,3,2,3,0,0,0,4,3,1,2,2293
2293.Ch4,192,3630,1,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293
2294.Ch1,192,3631,2,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,1,1,1,0,0,2,2,1,0,1,0,0,0,0,1,2,3,0,0,0,8,2294
2294.Ch2,192,3631,2,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,2,2,2,0,0,2,1,1,0,4,0,0,0,0,1,3,1,0,0,0,9,2294
2294.Ch3,192,3631,2,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,3,3,2,0,0,1,2,3,0,1,0,0,0,0,2,2,3,0,0,0,2,2294
2294.Ch4,192,3631,2,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294
2295.Ch1,192,3632,3,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,1,0,1,0,6,0,3,0,0,0,1,1,0,2,2,1,0,4,0,0,1,2295
2295.Ch2,192,3632,3,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,2,0,1,0,3,0,1,0,0,0,1,3,0,4,3,3,0,1,0,0,2,2295
2295.Ch3,192,3632,3,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,3,0,1,0,2,0,3,0,0,0,1,2,0,4,2,2,0,3,0,0,7,2295
2295.Ch4,192,3632,3,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295
2296.Ch1,192,3633,4,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,1,3,0,4,0,2,0,3,2,1,1,0,2,0,0,0,3,0,0,0,2,2296
2296.Ch2,192,3633,4,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,2,2,0,4,0,2,0,2,2,2,1,0,2,0,0,0,2,0,0,0,6,2296
2296.Ch3,192,3633,4,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,3,1,0,3,0,2,0,1,1,4,2,0,2,0,0,0,4,0,0,0,12,2296
2296.Ch4,192,3633,4,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296
2297.Ch1,192,3634,5,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch4,1,1,0,4,2,0,1,0,0,0,2,0,2,0,3,0,0,0,1,1,12,2297
2297.Ch2,192,3634,5,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch4,2,3,0,2,1,0,3,0,0,0,1,0,1,0,2,0,0,0,1,2,10,2297
2297.Ch3,192,3634,5,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch4,3,2,0,2,3,0,2,0,0,0,1,0,1,0,3,0,0,0,1,2,2,2297
2297.Ch4,192,3634,5,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297
2298.Ch1,192,3635,6,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1,2,3,2,2,4,2298
2298.Ch2,192,3635,6,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3,4,1,3,2,7,2298
2298.Ch3,192,3635,6,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,3,0,1,0,0,1,0,0,0,2,0,2,0,0,0,3,2,4,1,2,1,2298
2298.Ch4,192,3635,6,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298
2299.Ch1,192,3636,7,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,1,0,0,3,0,0,2,3,1,0,0,0,0,1,2,2,2,0,1,0,4,2299
2299.Ch2,192,3636,7,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,2,0,0,3,0,0,1,3,1,0,0,0,0,4,1,1,3,0,2,0,8,2299
2299.Ch3,192,3636,7,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,3,0,0,2,0,0,1,1,1,0,0,0,0,3,3,2,1,0,1,0,9,2299
2299.Ch4,192,3636,7,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299
2300.Ch1,192,3637,8,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch2,1,3,0,0,2,0,0,3,2,2,2,3,0,4,0,0,0,2,0,0,4,2300
2300.Ch2,192,3637,8,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch2,2,2,0,0,1,0,0,1,2,3,1,2,0,3,0,0,0,1,0,0,3,2300
2300.Ch3,192,3637,8,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch2,3,2,0,0,2,0,0,3,1,3,2,1,0,1,0,0,0,4,0,0,3,2300
2300.Ch4,192,3637,8,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300
2301.Ch1,192,3638,9,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,1,0,2,2,5,1,0,0,0,0,0,0,2,4,2,0,4,0,0,1,8,2301
2301.Ch2,192,3638,9,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,2,0,1,4,3,1,0,0,0,0,0,0,1,4,1,0,1,0,0,2,5,2301
2301.Ch3,192,3638,9,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,3,0,1,2,2,1,0,0,0,0,0,0,2,3,2,0,4,0,0,1,7,2301
2301.Ch4,192,3638,9,Midsize Car,2004,225,45,0,35,3,SW,2,235000,365,Ch3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301
