"","Case","No","Task","segment","year","miles","night","gender","age","educ","region","Urb","income","ppark","Ch1","Ch2","Ch3","Ch4","Choice","alt","CC","GN","NS","BU","FA","LD","BZ","FC","FP","RP","PP","KA","SC","TS","NV","MA","LB","AF","HU","Price","chid"
"268.Ch1",39,736,14,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,FALSE,1,3,0,0,6,1,3,2,2,0,1,0,0,0,2,0,0,3,0,0,12,268
"268.Ch2",39,736,14,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,FALSE,2,3,0,0,2,1,3,2,1,0,2,0,0,0,2,0,0,2,0,0,10,268
"268.Ch3",39,736,14,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,FALSE,3,3,0,0,1,1,3,1,1,0,2,0,0,0,3,0,0,1,0,0,10,268
"268.Ch4",39,736,14,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
"269.Ch1",39,737,15,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,1,0,FALSE,1,0,0,4,0,0,0,1,2,0,0,1,2,0,0,3,1,0,3,1,9,269
"269.Ch2",39,737,15,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,1,0,FALSE,2,0,0,2,0,0,0,1,2,0,0,1,2,0,0,3,3,0,2,2,5,269
"269.Ch3",39,737,15,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,1,0,TRUE,3,0,0,4,0,0,0,2,2,0,0,1,2,0,0,2,2,0,2,2,3,269
"269.Ch4",39,737,15,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"270.Ch1",39,738,16,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,FALSE,1,1,1,0,2,2,0,0,0,2,0,0,1,0,3,0,3,0,0,1,4,270
"270.Ch2",39,738,16,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,FALSE,2,1,2,0,3,1,0,0,0,3,0,0,1,0,3,0,4,0,0,1,6,270
"270.Ch3",39,738,16,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,FALSE,3,2,2,0,3,1,0,0,0,1,0,0,2,0,1,0,4,0,0,2,8,270
"270.Ch4",39,738,16,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
"271.Ch1",39,739,17,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,FALSE,1,0,0,4,4,0,1,0,0,0,1,1,0,3,0,3,0,1,3,0,10,271
"271.Ch2",39,739,17,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,FALSE,2,0,0,3,1,0,1,0,0,0,1,2,0,4,0,2,0,2,2,0,2,271
"271.Ch3",39,739,17,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,FALSE,3,0,0,2,5,0,3,0,0,0,2,2,0,2,0,2,0,4,3,0,11,271
"271.Ch4",39,739,17,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
"272.Ch1",39,740,18,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,1,0,0,FALSE,1,1,0,1,0,0,2,0,2,0,0,0,0,3,2,3,4,0,0,1,8,272
"272.Ch2",39,740,18,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,1,0,0,TRUE,2,3,0,4,0,0,2,0,2,0,0,0,0,2,1,1,3,0,0,1,6,272
"272.Ch3",39,740,18,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,1,0,0,FALSE,3,1,0,2,0,0,1,0,2,0,0,0,0,3,3,2,1,0,0,1,9,272
"272.Ch4",39,740,18,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
"273.Ch1",39,741,19,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,1,0,FALSE,1,0,2,0,0,0,0,3,0,4,2,3,1,0,3,0,0,4,1,0,1,273
"273.Ch2",39,741,19,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,1,0,FALSE,2,0,1,0,0,0,0,3,0,4,2,1,1,0,3,0,0,2,3,0,7,273
"273.Ch3",39,741,19,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,1,0,TRUE,3,0,2,0,0,0,0,1,0,1,1,3,1,0,2,0,0,4,2,0,3,273
"273.Ch4",39,741,19,"Midsize Car",2003,125,5,0,25,4,"W",1,165000,52,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
"274.Ch1",40,754,13,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,1,0,2,3,0,0,3,2,1,0,0,2,2,0,0,0,0,2,2,0,5,274
"274.Ch2",40,754,13,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,2,0,2,2,0,0,1,3,1,0,0,1,1,0,0,0,0,2,3,0,11,274
"274.Ch3",40,754,13,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,3,0,1,1,0,0,2,3,2,0,0,3,2,0,0,0,0,1,3,0,11,274
"274.Ch4",40,754,13,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
"275.Ch1",40,755,14,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,TRUE,1,3,0,0,5,2,0,0,1,1,2,2,0,0,0,0,0,3,1,0,3,275
"275.Ch2",40,755,14,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,FALSE,2,2,0,0,6,2,0,0,2,2,2,3,0,0,0,0,0,3,2,0,6,275
"275.Ch3",40,755,14,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,FALSE,3,1,0,0,2,1,0,0,2,3,2,2,0,0,0,0,0,1,2,0,10,275
"275.Ch4",40,755,14,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
"276.Ch1",40,756,15,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,1,0,0,0,5,0,3,3,0,0,0,0,0,3,1,3,2,3,0,2,6,276
"276.Ch2",40,756,15,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,2,0,0,0,4,0,1,1,0,0,0,0,0,3,1,2,2,1,0,1,7,276
"276.Ch3",40,756,15,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,3,0,0,0,6,0,2,2,0,0,0,0,0,4,1,3,2,3,0,2,3,276
"276.Ch4",40,756,15,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
"277.Ch1",40,757,16,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,TRUE,1,3,0,4,0,0,2,1,0,2,1,0,1,0,0,0,1,0,3,0,4,277
"277.Ch2",40,757,16,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,FALSE,2,2,0,1,0,0,1,3,0,4,2,0,1,0,0,0,3,0,2,0,5,277
"277.Ch3",40,757,16,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,FALSE,3,3,0,2,0,0,2,1,0,4,1,0,1,0,0,0,3,0,2,0,5,277
"277.Ch4",40,757,16,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277
"278.Ch1",40,758,17,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,1,0,2,3,0,1,0,0,2,0,0,1,0,4,3,3,0,0,0,1,8,278
"278.Ch2",40,758,17,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,2,0,1,3,0,1,0,0,1,0,0,3,0,4,2,3,0,0,0,2,3,278
"278.Ch3",40,758,17,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,3,0,1,5,0,1,0,0,2,0,0,2,0,4,3,2,0,0,0,1,4,278
"278.Ch4",40,758,17,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
"279.Ch1",40,759,18,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,TRUE,1,1,1,0,0,0,0,2,0,0,1,1,2,0,1,2,0,3,0,0,2,279
"279.Ch2",40,759,18,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,FALSE,2,2,1,0,0,0,0,2,0,0,1,2,2,0,2,2,0,1,0,0,8,279
"279.Ch3",40,759,18,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,FALSE,3,2,1,0,0,0,0,2,0,0,2,1,2,0,1,1,0,3,0,0,4,279
"279.Ch4",40,759,18,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
"280.Ch1",40,760,19,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,1,0,2,0,2,0,2,0,2,4,0,0,0,3,0,0,1,0,3,1,12,280
"280.Ch2",40,760,19,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,2,0,1,0,1,0,1,0,1,4,0,0,0,1,0,0,4,0,3,2,7,280
"280.Ch3",40,760,19,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,FALSE,3,0,1,0,6,0,1,0,2,1,0,0,0,3,0,0,2,0,3,2,3,280
"280.Ch4",40,760,19,"Midsize Car",2003,25,15,0,35,6,"W",1,20000,12,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
"281.Ch1",41,773,13,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,1,0,0,0,TRUE,1,0,2,5,0,0,3,0,1,0,1,1,0,3,0,3,0,3,0,0,2,281
"281.Ch2",41,773,13,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,1,0,0,0,FALSE,2,0,1,4,0,0,1,0,2,0,1,1,0,4,0,3,0,2,0,0,12,281
"281.Ch3",41,773,13,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,1,0,0,0,FALSE,3,0,2,4,0,0,3,0,1,0,2,2,0,4,0,2,0,2,0,0,10,281
"281.Ch4",41,773,13,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
"282.Ch1",41,774,14,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,1,0,0,0,0,1,1,0,2,0,1,0,0,2,3,0,2,0,2,2,9,282
"282.Ch2",41,774,14,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,2,0,0,0,0,1,3,0,2,0,2,0,0,2,1,0,1,0,3,2,8,282
"282.Ch3",41,774,14,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,TRUE,3,0,0,0,0,2,3,0,2,0,2,0,0,3,2,0,2,0,1,1,1,282
"282.Ch4",41,774,14,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
"283.Ch1",41,775,15,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,1,3,1,3,4,0,0,3,0,1,2,0,1,0,0,0,3,0,0,0,5,283
"283.Ch2",41,775,15,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,2,1,1,5,4,0,0,3,0,2,2,0,2,0,0,0,4,0,0,0,11,283
"283.Ch3",41,775,15,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,TRUE,3,1,1,4,1,0,0,1,0,2,1,0,2,0,0,0,3,0,0,0,3,283
"283.Ch4",41,775,15,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
"284.Ch1",41,776,16,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,0,1,FALSE,1,0,2,0,3,1,2,3,0,0,0,2,2,1,0,0,0,0,0,1,6,284
"284.Ch2",41,776,16,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,0,1,FALSE,2,0,1,0,1,2,1,2,0,0,0,2,2,2,0,0,0,0,0,1,9,284
"284.Ch3",41,776,16,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,0,1,FALSE,3,0,2,0,1,1,2,3,0,0,0,3,2,4,0,0,0,0,0,2,9,284
"284.Ch4",41,776,16,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
"285.Ch1",41,777,17,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,1,2,0,2,0,0,0,0,1,2,0,0,0,0,2,3,0,3,1,1,9,285
"285.Ch2",41,777,17,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,2,2,0,3,0,0,0,0,2,2,0,0,0,0,2,2,0,1,2,1,5,285
"285.Ch3",41,777,17,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,TRUE,3,2,0,4,0,0,0,0,1,3,0,0,0,0,1,2,0,1,1,1,1,285
"285.Ch4",41,777,17,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
"286.Ch1",41,778,18,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,0,1,FALSE,1,2,0,2,3,2,0,2,2,0,0,1,0,0,3,0,4,0,0,0,6,286
"286.Ch2",41,778,18,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,0,1,FALSE,2,2,0,4,1,1,0,3,1,0,0,2,0,0,3,0,4,0,0,0,7,286
"286.Ch3",41,778,18,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,0,1,FALSE,3,3,0,3,6,1,0,2,2,0,0,3,0,0,2,0,3,0,0,0,7,286
"286.Ch4",41,778,18,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,0,1,TRUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"287.Ch1",41,779,19,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,1,0,1,0,0,0,2,0,0,3,2,0,1,4,0,3,0,4,3,0,4,287
"287.Ch2",41,779,19,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,2,0,1,0,0,0,3,0,0,2,2,0,2,4,0,2,0,4,1,0,4,287
"287.Ch3",41,779,19,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,TRUE,3,0,2,0,0,0,1,0,0,1,2,0,1,2,0,3,0,2,1,0,7,287
"287.Ch4",41,779,19,"Midsize Utility",2002,175,45,0,45,2,"W",2,205000,1,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
"288.Ch1",42,792,13,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,TRUE,1,0,0,0,6,0,0,0,2,2,0,0,1,3,2,1,1,4,0,0,1,288
"288.Ch2",42,792,13,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,2,0,0,0,6,0,0,0,1,4,0,0,1,1,1,3,1,2,0,0,12,288
"288.Ch3",42,792,13,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,3,0,0,0,1,0,0,0,1,4,0,0,2,3,3,2,3,4,0,0,2,288
"288.Ch4",42,792,13,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
"289.Ch1",42,793,14,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,TRUE,1,3,0,0,0,0,0,1,1,0,0,2,1,4,1,0,0,0,1,1,1,289
"289.Ch2",42,793,14,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,2,2,0,0,0,0,0,2,2,0,0,2,1,2,1,0,0,0,1,2,4,289
"289.Ch3",42,793,14,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,3,2,0,0,0,0,0,1,1,0,0,1,1,3,2,0,0,0,2,2,4,289
"289.Ch4",42,793,14,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
"290.Ch1",42,794,15,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,TRUE,1,2,2,2,0,2,3,0,0,0,1,0,0,0,3,2,0,2,0,0,2,290
"290.Ch2",42,794,15,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,2,2,1,2,0,2,1,0,0,0,2,0,0,0,1,3,0,4,0,0,7,290
"290.Ch3",42,794,15,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,3,3,2,1,0,2,1,0,0,0,2,0,0,0,3,2,0,2,0,0,10,290
"290.Ch4",42,794,15,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
"291.Ch1",42,795,16,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,TRUE,1,0,1,1,4,0,1,0,2,2,0,2,0,4,0,0,0,0,1,0,2,291
"291.Ch2",42,795,16,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,2,0,1,5,6,0,2,0,2,2,0,3,0,4,0,0,0,0,1,0,12,291
"291.Ch3",42,795,16,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,3,0,2,5,1,0,2,0,1,4,0,3,0,2,0,0,0,0,2,0,3,291
"291.Ch4",42,795,16,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
"292.Ch1",42,796,17,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,0,1,0,0,FALSE,1,0,0,0,0,2,0,3,1,0,1,0,1,0,0,2,1,4,0,1,4,292
"292.Ch2",42,796,17,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,0,1,0,0,TRUE,2,0,0,0,0,1,0,3,2,0,1,0,2,0,0,3,2,2,0,2,2,292
"292.Ch3",42,796,17,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,0,1,0,0,FALSE,3,0,0,0,0,1,0,3,1,0,1,0,1,0,0,3,3,4,0,1,9,292
"292.Ch4",42,796,17,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292
"293.Ch1",42,797,18,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,0,0,1,0,FALSE,1,2,1,5,0,2,0,0,0,0,0,1,0,4,0,1,3,0,0,1,10,293
"293.Ch2",42,797,18,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,0,0,1,0,FALSE,2,2,1,1,0,1,0,0,0,0,0,2,0,4,0,1,3,0,0,1,10,293
"293.Ch3",42,797,18,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,0,0,1,0,TRUE,3,2,1,3,0,1,0,0,0,0,0,1,0,4,0,3,2,0,0,1,5,293
"293.Ch4",42,797,18,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293
"294.Ch1",42,798,19,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,TRUE,1,0,2,0,1,0,0,2,0,3,2,0,1,0,3,0,0,1,2,0,1,294
"294.Ch2",42,798,19,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,2,0,2,0,1,0,0,2,0,4,1,0,2,0,3,0,0,2,1,0,5,294
"294.Ch3",42,798,19,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,3,0,2,0,1,0,0,1,0,4,1,0,1,0,3,0,0,3,1,0,9,294
"294.Ch4",42,798,19,"Prestige Luxury Sedan",2003,375,45,0,35,5,"NE",2,35000,365,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294
"295.Ch1",43,811,13,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,FALSE,1,0,0,0,0,1,3,3,1,3,1,3,0,4,0,0,0,0,0,2,1,295
"295.Ch2",43,811,13,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,FALSE,2,0,0,0,0,1,1,3,2,1,1,3,0,1,0,0,0,0,0,2,2,295
"295.Ch3",43,811,13,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,TRUE,3,0,0,0,0,2,3,2,1,1,2,3,0,4,0,0,0,0,0,1,1,295
"295.Ch4",43,811,13,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295
"296.Ch1",43,812,14,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,FALSE,1,2,2,0,6,0,0,0,1,0,1,0,0,4,1,0,3,0,3,0,8,296
"296.Ch2",43,812,14,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,FALSE,2,2,1,0,5,0,0,0,1,0,2,0,0,4,3,0,3,0,2,0,9,296
"296.Ch3",43,812,14,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,TRUE,3,1,1,0,6,0,0,0,1,0,2,0,0,4,3,0,3,0,1,0,3,296
"296.Ch4",43,812,14,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296
"297.Ch1",43,813,15,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,1,0,0,FALSE,1,0,0,5,0,0,1,3,0,0,0,1,1,4,0,1,0,1,2,0,1,297
"297.Ch2",43,813,15,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,1,0,0,TRUE,2,0,0,4,0,0,2,1,0,0,0,3,1,1,0,2,0,4,2,0,3,297
"297.Ch3",43,813,15,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,1,0,0,FALSE,3,0,0,3,0,0,1,1,0,0,0,1,2,2,0,1,0,1,3,0,9,297
"297.Ch4",43,813,15,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297
"298.Ch1",43,814,16,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,FALSE,1,2,0,1,1,0,0,1,0,0,1,2,0,0,2,2,0,0,0,2,12,298
"298.Ch2",43,814,16,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,FALSE,2,3,0,4,6,0,0,1,0,0,2,3,0,0,3,1,0,0,0,1,4,298
"298.Ch3",43,814,16,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,TRUE,3,3,0,5,3,0,0,1,0,0,2,3,0,0,2,2,0,0,0,2,5,298
"298.Ch4",43,814,16,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,1,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
"299.Ch1",43,815,17,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,1,0,0,FALSE,1,3,1,0,0,1,2,0,2,2,0,0,1,0,0,0,2,1,0,0,6,299
"299.Ch2",43,815,17,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,1,0,0,TRUE,2,1,1,0,0,2,3,0,1,1,0,0,2,0,0,0,3,2,0,0,1,299
"299.Ch3",43,815,17,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,1,0,0,FALSE,3,3,1,0,0,1,3,0,2,4,0,0,1,0,0,0,4,2,0,0,3,299
"299.Ch4",43,815,17,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,1,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299
"300.Ch1",43,816,18,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,1,0,0,0,TRUE,1,0,2,1,0,0,1,0,2,0,0,0,0,0,3,2,0,1,3,2,8,300
"300.Ch2",43,816,18,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,1,0,0,0,FALSE,2,0,2,2,0,0,3,0,2,0,0,0,0,0,3,3,0,4,2,2,7,300
"300.Ch3",43,816,18,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,1,0,0,0,FALSE,3,0,1,1,0,0,2,0,2,0,0,0,0,0,1,3,0,3,1,1,8,300
"300.Ch4",43,816,18,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,1,0,0,0,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
"301.Ch1",43,817,19,"Midsize Car",2003,75,5,1,70,4,"MW",1,215000,52,0,0,0,1,FALSE,1,0,0,0,2,1,0,2,0,3,2,1,1,4,0,0,1,0,0,0,9,301
